0:0:0imecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
0:0:12:59.585,61,0.5142543316,0.3995715082,0.0438364521,0.0000000000,0.0000000000,0.3846784830,0.0000000000,0.4873692095,0.3991987705,0.0833698735,0.0000000000,0.0000000000,0.3863531351,0.0000000000,0.4322169423,0.0518931039,0.0000000000,0.4380571842,0.0251145232,0.1199216396,0.0306725577,0.0056217667,0.0000000000,0.6583461165,0.7080926895,0.0000000000,0.0000000000,0.2268615514,0.2693289816,0.5653607249,0.5811814070,0.0641210079,0.0395636559,0.3362621069,0.4050664902,0.1289992183,0.1345112175,0.8525138497,0.8474230766,0.8748679757,0.8870431781,0.8614517450,0.8614271879,0.0642808378,0.0000000000,0.0000000000,0.0053984313,0.4775539637,0.5222195387,0.9197930694,0.9185107350,0.0000000745,0.0000000000,0.0000000000,0.0000000000,-0.0494197644,0.2441608012,-0.0123063736,0.0259842556,0.2441684455,0.0064728810
0:0:13:00.587,61,0.4147716165,0.4250718951,0.0352213755,0.0000000000,0.0000000000,0.3171980381,0.0000000000,0.4016322792,0.4245057702,0.0923094749,0.0000000000,0.0000000000,0.3180571795,0.0000000000,0.4500844777,0.0128143961,0.0000000000,0.4286311865,0.0233690068,0.1115542278,0.0306977518,0.0043817661,0.0000000000,0.6735228896,0.7149243951,0.0000000000,0.0000000000,0.2011386454,0.2442761362,0.5716186166,0.6272552609,0.0599096864,0.0341184661,0.3291168809,0.3998714089,0.1234039739,0.1289892495,0.8696734309,0.8685603738,0.8777871132,0.8886981606,0.8198443055,0.8197808862,0.0630172566,0.0000000000,0.0000000000,0.0053107464,0.4721634686,0.5072971582,0.9061825275,0.9040030837,0.0000001772,0.0000000000,0.0000000000,0.0000000000,-0.0545014329,0.2597104013,-0.0144734746,0.0207941420,0.2597191036,0.0055249813
0:0:13:01.588,61,0.3059771657,0.3849031925,0.0494358242,0.0000000000,0.0000000000,0.2947323620,0.0000000000,0.2883923650,0.3846448064,0.0775495321,0.0000000000,0.0000000000,0.2950968146,0.0000000000,0.4608684182,0.0000000000,0.0188969951,0.4255294800,0.0223114043,0.1088197008,0.0309033189,0.0022517019,0.0000000000,0.6335417628,0.6741281748,0.0000000000,0.0000000000,0.1924751103,0.2365956157,0.5743368864,0.6411887407,0.0580046475,0.0312995054,0.3344156146,0.4153947532,0.1203600243,0.1233644038,0.8708450198,0.8731829524,0.8794401288,0.8895664811,0.7971740365,0.7970070839,0.0620933063,0.0000000000,0.0000000000,0.0052357125,0.4701940417,0.5006278157,0.9011667371,0.8969888091,0.0000002151,0.0000000000,0.0000000000,0.0000000000,-0.0460696965,0.2352204323,-0.0110365618,0.0293674842,0.2352273166,0.0070372033
0:0:13:02.590,61,0.4525856376,0.4077066481,0.0035826387,0.0000000000,0.0000000000,0.3296654224,0.0000000000,0.3514281809,0.4065868855,0.1232335940,0.0000000000,0.0000000000,0.3297635317,0.0000000000,0.4513649642,0.0282710399,0.0000000000,0.4523578286,0.0214000624,0.1173654869,0.0308938920,0.0017686835,0.0000000000,0.6252202988,0.6648721695,0.0000000000,0.0000000000,0.2306688875,0.2635139227,0.5909855366,0.6476804614,0.0558207259,0.0297418870,0.3891209960,0.4790242910,0.1198650524,0.1215439737,0.8704619408,0.8711706400,0.8887917399,0.8939886093,0.8349955678,0.8348434567,0.0563739464,0.0000000000,0.0000000000,0.0051133591,0.4786463678,0.5219980478,0.9041321278,0.8976460695,0.0000002686,0.0000000000,0.0000000000,0.0000000000,-0.0729649588,0.2490464449,-0.0185383335,0.0021209852,0.2490544170,0.0005394401
0:0:13:03.591,61,0.6240842938,0.3673767149,0.0000000000,0.0178231001,0.0000000000,0.4101393223,0.0000000000,0.3340345025,0.3660069704,0.1443805993,0.0000000000,0.0000000000,0.4101252854,0.0000000000,0.4500525594,0.0718134344,0.0000000000,0.4775642157,0.0206812471,0.1195974424,0.0307471268,0.0062838253,0.0000000000,0.6271094084,0.6674779654,0.0000000000,0.0000000000,0.2511160374,0.2851321995,0.6179982424,0.6512666941,0.0539626665,0.0289114639,0.3906354904,0.4840616286,0.1213821471,0.1205833629,0.8631469011,0.8526405096,0.8918132186,0.8951759934,0.8709398508,0.8707583547,0.0504042879,0.0000000000,0.0000000000,0.0049650893,0.5317635536,0.5488660336,0.9061051607,0.8973328471,0.0000002264,0.0000000000,0.0000000000,0.0000000000,-0.0859963447,0.2244244218,-0.0196036622,-0.0106144836,0.2244305313,-0.0024229833
0:0:13:04.593,61,0.3108665943,0.1545330137,0.0013400567,0.0000000000,0.0000000000,0.5343525410,0.0000000000,0.1262299716,0.1540863216,0.1257988960,0.0000000000,0.0000000000,0.5343049765,0.0000000000,0.4571891427,0.0821829289,0.0000000000,0.5396001339,0.0203290079,0.1352055371,0.0303859916,0.0061868452,0.0000000000,0.6276327968,0.6809468865,0.0000000000,0.0000000000,0.2653076649,0.2988659441,0.6549960375,0.6565318108,0.0527807884,0.0284483619,0.3533422649,0.4744383395,0.1066329032,0.1026363969,0.7983618975,0.7982211113,0.8563581109,0.8618521690,0.8321479559,0.8320543766,0.0590969473,0.0000000000,0.0000000000,0.0048831073,0.5495517254,0.6072416306,0.8624153733,0.8543616533,0.0000001283,0.0000000000,0.0000000000,0.0000000000,-0.0765053332,0.0944029465,-0.0072366707,0.0008149495,0.0943988785,0.0000771597
0:0:13:05.594,61,0.1360659152,0.1213139072,0.0000000000,0.0221106727,0.0000000000,0.6462922096,0.0000000000,0.1079334915,0.1207829118,0.1564699560,0.0000000000,0.0000000000,0.6462536454,0.0000000000,0.4588071108,0.1030928791,0.0000000000,0.5562409759,0.0202954579,0.1364771873,0.0299114101,0.0064938334,0.0000000000,0.6617031097,0.7115671039,0.0000000000,0.0000000000,0.3134527504,0.3290809691,0.6836227179,0.6615077257,0.0520617440,0.0283439532,0.3271505833,0.4211019874,0.1013770401,0.0960664153,0.7455779910,0.7392584085,0.7947421670,0.7958547473,0.8192500472,0.8192084432,0.0752345175,0.0000000000,0.0000000000,0.0048834691,0.5836945772,0.6435139179,0.8053460121,0.7935079336,0.0000000891,0.0000000000,0.0000000000,0.0000000000,-0.0953212231,0.0741191804,-0.0070672655,-0.0134695675,0.0741131827,-0.0010000739
0:0:13:06.596,61,0.0732161403,0.0867724717,0.0000000000,0.0128343357,0.0000000000,0.7218302488,0.0000000000,0.0834013000,0.0864491090,0.1447329372,0.0000000000,0.0000000000,0.7217937708,0.0000000000,0.5352159142,0.1104051694,0.0000000000,0.5846127272,0.0203767121,0.1390186697,0.0293606296,0.0065655163,0.0000000000,0.5775988102,0.6466325521,0.0000000000,0.0000000000,0.3270899057,0.3378718495,0.7021316290,0.6641496420,0.0515203550,0.0295946617,0.3177848458,0.4093913436,0.0988151655,0.0927374363,0.7519872785,0.7698667049,0.7781674862,0.7851356268,0.7753865123,0.7753255367,0.0811300874,0.0000000000,0.0000000000,0.0049335686,0.5721132159,0.6492071152,0.7891894579,0.7806819677,0.0000001288,0.0000000000,0.0000000000,0.0000000000,-0.0882887468,0.0530154444,-0.0046789395,-0.0078290384,0.0530079231,-0.0004153859
0:0:13:07.598,61,0.0126774507,0.0613452420,0.0070560705,0.0000000000,0.0000000000,0.7514808178,0.0044328887,0.0084166657,0.0611649230,0.1310098022,0.0000000000,0.0000000000,0.7514529824,0.0075271362,0.5492098331,0.1097752601,0.0000000000,0.6049476862,0.0204399116,0.1361831278,0.0282769594,0.0045924513,0.0000000000,0.5939720869,0.6728042364,0.0000000000,0.0000000000,0.3482094407,0.3485626578,0.7654966116,0.7182634473,0.0515719950,0.0303544141,0.3112312555,0.4028794467,0.0971250981,0.0906906649,0.7687672377,0.7941285968,0.7689154744,0.7808767557,0.7625979781,0.7625394464,0.0830163807,0.0000000000,0.0000000000,0.0049880892,0.5569090843,0.6525160074,0.7747970819,0.7722284794,0.0000010394,0.0000000000,0.0000000000,0.0000000000,-0.0799733698,0.0374833867,-0.0029958726,0.0043072822,0.0374740213,0.0001614863
0:0:13:08.599,61,0.0000000000,0.1347744465,0.0337821878,0.0000000000,0.0000000000,0.6851790547,0.1324886978,0.0000000000,0.1344961673,0.1123891100,0.0000000000,0.0000000000,0.6851774454,0.1360355765,0.4984369874,0.0835097060,0.0000000000,0.6260676384,0.0206153784,0.1342574805,0.0275877342,0.0000000000,0.0011122618,0.5520661473,0.6369999051,0.0000000000,0.0000000000,0.3551110327,0.3391356468,0.7952652574,0.7401194572,0.0585850962,0.0428301208,0.2560619712,0.3337920606,0.0923155695,0.0885408595,0.8028978705,0.8279170990,0.7060934901,0.7437287569,0.7577421665,0.7577091455,0.0844200104,0.0000000000,0.0000000000,0.0051516574,0.4141622782,0.5225217938,0.7134937644,0.7539138794,0.7737641931,0.0000000000,0.0000000000,0.0000000000,-0.0684226528,0.0823521689,-0.0056430614,0.0205664560,0.0823464990,0.0016972928
0:0:13:09.601,61,0.0000000000,0.1588916481,0.0309169255,0.0000000000,0.0000000000,0.5934481025,0.2205043584,0.0000000000,0.1585388184,0.1148109436,0.0000000000,0.0000000000,0.5941903591,0.2240951508,0.3946949840,0.0770941973,0.0000000000,0.6396652460,0.0211574659,0.1495372355,0.0269570574,0.0000000000,0.0052079009,0.4827632308,0.5785322189,0.0000000000,0.0000000000,0.3125339448,0.2885871232,0.8073473573,0.7488253713,0.0611920506,0.0474238433,0.1628570259,0.2144623995,0.0714974254,0.0721714422,0.8287811279,0.8486097455,0.5895074606,0.6546157598,0.6254986525,0.6255629659,0.1317683309,0.0000000000,0.0000000000,0.0053203385,0.3820248842,0.4897767305,0.7003578544,0.7477576733,0.0857106745,0.0000000000,0.0000000000,0.0000000000,-0.0698048472,0.0970830470,-0.0067926142,0.0187971741,0.0970785990,0.0018304478
0:0:13:10.602,61,0.0000000000,0.1131699830,0.0678018704,0.0000000000,0.0000000000,0.5489342213,0.2686179280,0.0000000000,0.1131959334,0.0620236881,0.0000000000,0.0000000000,0.5499446392,0.2720684707,0.4370112419,0.0741651505,0.0000000000,0.6205745935,0.0214877594,0.1600905210,0.0245637726,0.0000000000,0.0098680351,0.3887005746,0.5199280977,0.0000000000,0.0000000000,0.3028641045,0.2850251496,0.7367808819,0.6678608656,0.0640045628,0.0493258461,0.2338169366,0.3304797411,0.0652820915,0.0661715046,0.8176345825,0.8545161486,0.6770123243,0.7444825172,0.3664937019,0.3665403128,0.1748610437,0.0000000000,0.0000000000,0.0052891825,0.3994638324,0.5313300490,0.7916131020,0.8151494265,0.0065773213,0.0000000000,0.0000000000,0.0000000000,-0.0377975330,0.0691969693,-0.0026190276,0.0413188152,0.0691907555,0.0028626283







0:0:13:18.615,61,0.0000000000,0.0000000000,0.0498358831,0.0000000000,0.3102231026,0.8341434598,0.3308269382,0.0000000000,0.0000000000,0.0863626972,0.0000000000,0.3099381626,0.8344147205,0.3299968541,0.4587265849,0.1377501488,0.0000000000,0.5502637625,0.0537930056,0.2247882187,0.0151960794,0.0030859774,0.0000000000,0.1014832407,0.2538363636,0.0000000000,0.0000000000,0.1179903448,0.1253153235,0.6990805864,0.6190924048,0.0418744758,0.0358004086,0.1506293863,0.2197928876,0.0524603687,0.0500465222,0.7404751778,0.7258713841,0.5581243038,0.5679152012,0.0207923781,0.0207854100,0.1586863846,0.0000000000,0.0000000000,0.0041556885,0.4343860149,0.5539660454,0.6473932862,0.6731246710,0.0000026376,0.0000000000,0.0000000000,0.0000000000,-0.0522738509,-0.1354221404,0.0071192677,0.0301644541,-0.1354223490,-0.0041094515
0:0:13:19.617,61,0.0000000000,0.0000000000,0.1382248104,0.0000000000,0.2315499783,0.8198680282,0.2851008177,0.0000000000,0.0000000000,0.0014764875,0.0000000000,0.2323701531,0.8203780651,0.2843899727,0.4504965246,0.1015339270,0.0000000000,0.5443660617,0.0542225949,0.1780245006,0.0155469012,0.0028132647,0.0000000000,0.1935365945,0.3044887185,0.0000000000,0.0000000000,0.1165756509,0.1247960329,0.6868801117,0.6041036844,0.0420834236,0.0353215411,0.1511929482,0.2113579959,0.0523213483,0.0501427278,0.7378841043,0.7449188232,0.5025687814,0.5344324112,0.0108111501,0.0108058108,0.1525034755,0.0000000000,0.0000000000,0.0041836537,0.4650447667,0.5597884655,0.6541051269,0.6730127335,0.0000026377,0.0000000000,0.0000000000,0.0000000000,-0.0008973029,-0.1013906449,0.0000912912,0.0840051323,-0.1013915017,-0.0085364599
0:0:13:20.618,61,0.0000000000,0.0000000000,0.1454033554,0.0000000000,0.1355065852,0.7727168798,0.2810129225,0.0000000000,0.0000000000,0.0000000000,0.0033426587,0.1360371560,0.7732524872,0.2806312144,0.5249069929,0.0313322321,0.0000000000,0.5420364141,0.0548067577,0.1981762648,0.0159430429,0.0023236037,0.0000000000,0.0492272638,0.1518009007,0.0000000000,0.0000000000,0.1143633947,0.1188452616,0.6789690256,0.6146229506,0.0421690047,0.0350124687,0.1465262026,0.2083480507,0.0520423204,0.0501740426,0.7816251516,0.7938387394,0.5230754614,0.5702603459,0.0102798278,0.0102715325,0.1494187117,0.0000000000,0.0000000000,0.0041925618,0.4717377424,0.5597036481,0.6236144304,0.6392199397,0.0000026374,0.0000000000,0.0000000000,0.0000000000,0.0020383180,-0.0593575351,-0.0001211317,0.0886662528,-0.0593593530,-0.0052624117
0:0:13:21.620,61,0.0000000000,0.0000000000,0.0897888169,0.0000000000,0.0799705908,0.7344388962,0.2117608637,0.0000000000,0.0000000000,0.0557386130,0.0000000000,0.0800377950,0.7354800701,0.2111390531,0.4457843304,0.0122999102,0.0000000000,0.5361250043,0.0553355068,0.1599079669,0.0162436217,0.0014802925,0.0000000000,0.2387679964,0.3408617973,0.0000000000,0.0000000000,0.1140128747,0.1175640747,0.6446496248,0.6087633967,0.0426847003,0.0349869318,0.1452526301,0.2023207247,0.0517075621,0.0501288474,0.7594552040,0.7840317488,0.5250187516,0.5762779713,0.1053495780,0.1056702882,0.1174847335,0.0000000000,0.0000000000,0.0042283190,0.4671742916,0.5574367046,0.6781900525,0.7027975917,0.0000025827,0.0000000000,0.0000000000,0.0000000000,-0.0340280198,-0.0349433161,0.0011893058,0.0548154488,-0.0349462628,-0.0019154134
0:0:13:22.621,61,0.0000000000,0.0000000000,0.0781294331,0.0000000000,0.0686974972,0.7076225281,0.2352141142,0.0000000000,0.0000000000,0.0595158786,0.0000000000,0.0687204450,0.7082338929,0.2347257435,0.3768752217,0.0631389767,0.0000000000,0.4938378334,0.0555562191,0.1575450450,0.0166334864,0.0010832092,0.0000000000,0.1669147015,0.2794759870,0.0000000000,0.0000000000,0.1127565652,0.1131962091,0.6691095233,0.6077038646,0.0430747420,0.0344644487,0.1577882767,0.2220637500,0.0495539308,0.0492077917,0.7365686893,0.7287643552,0.6649773121,0.7073276043,0.2785446346,0.2787304819,0.0899115950,0.0000000000,0.0000000000,0.0042429399,0.4077394903,0.5214405656,0.7559181452,0.7842553854,0.0000000006,0.0000000000,0.0000000000,0.0000000000,-0.0363398343,-0.0300047603,0.0010904551,0.0477050990,-0.0300090890,-0.0014314723
0:0:13:23.623,61,0.0000000000,0.0000000000,0.0623648427,0.0000000000,0.0904650390,0.7196623087,0.2348274291,0.0000000000,0.0000000000,0.0711458698,0.0000000000,0.0904303417,0.7199974060,0.2344351262,0.3631592393,0.0692938119,0.0000000000,0.4588660598,0.0550796241,0.1590760052,0.0169823058,0.0013058772,0.0000000000,0.2323487252,0.3237873614,0.0000000000,0.0000000000,0.1126569659,0.1118876487,0.6710250974,0.6045714617,0.0435132496,0.0339428633,0.2150404900,0.2911110520,0.0488338023,0.0488815345,0.7283923030,0.7147178054,0.7384626269,0.7605842352,0.4306919873,0.4307578802,0.0803507641,0.0000000000,0.0000000000,0.0042578927,0.4252329171,0.5346459150,0.7820385098,0.8095785379,0.0000000005,0.0000000000,0.0000000000,0.0000000000,-0.0434266962,-0.0394949317,0.0017154857,0.0380668305,-0.0395014510,-0.0015041133










0:0:13:34.640,61,0.0000000000,0.0000000000,0.0375106521,0.0000000000,0.1663235873,0.7973390818,0.0507629700,0.0000000000,0.0000000000,0.0917690247,0.0000000000,0.1661061049,0.7993231416,0.0405011028,0.4030984342,0.0756537691,0.0000000000,0.5401312113,0.0688071176,0.1882530749,0.0418275595,0.0058156000,0.0000000000,0.1992595941,0.3072659075,0.0000000000,0.0000000000,0.0993071496,0.0983406976,0.5821205974,0.5239816308,0.0406083688,0.0234122425,0.1518536508,0.2018155158,0.0715776831,0.0665248781,0.6890748739,0.7010131478,0.5744682550,0.6092327833,0.5829800367,0.5827142000,0.0631107315,0.0000000000,0.0000000000,0.0061635720,0.4664760828,0.5535616875,0.6788117290,0.6959527731,0.0000000022,0.0000000000,0.0000000000,0.0000000000,-0.0559111834,-0.0725910962,0.0040636584,0.0228536315,-0.0725913271,-0.0016617494
0:0:13:35.642,61,0.0000000000,0.0000000000,0.0356581733,0.0000000000,0.1521771699,0.8032214046,0.0937062651,0.0000000000,0.0000000000,0.0971152112,0.0000000000,0.1519443989,0.8044837117,0.0896305069,0.4014091194,0.0522104651,0.0000000000,0.5361725688,0.0685802251,0.1917290688,0.0411553048,0.0000067973,0.0000000000,0.1851064116,0.2985886633,0.0000000000,0.0000000000,0.0974804014,0.0978943557,0.5801725388,0.5323367119,0.0402108580,0.0233555418,0.1413146555,0.1852484196,0.0651972368,0.0653015897,0.6787795424,0.6920806170,0.5359139442,0.5737068653,0.5548702478,0.5550169349,0.0779674277,0.0000000000,0.0000000000,0.0061679818,0.4616827071,0.5455783606,0.6459105611,0.6655070782,0.0000000006,0.0000000000,0.0000000000,0.0000000000,-0.0591938272,-0.0664147437,0.0039348132,0.0217343308,-0.0664155185,-0.0014455083
0:0:13:36.644,61,0.0000000000,0.0000000000,0.0328478925,0.0000000000,0.1117419004,0.7769489288,0.1557279825,0.0000000000,0.0000000000,0.1003699750,0.0000000000,0.1115509272,0.7775290012,0.1530263126,0.4002856314,0.0394829102,0.0000000000,0.5017053485,0.0688572973,0.2052502036,0.0404344983,0.0000000000,0.0077926172,0.1742577404,0.2874719203,0.0000000000,0.0000000000,0.0943405479,0.0971111283,0.5751258731,0.5354818106,0.0399776101,0.0234045498,0.1359530538,0.1791387796,0.0610368028,0.0635591671,0.6734102964,0.6875538826,0.5070735216,0.5503558517,0.4607402086,0.4609202445,0.1044842154,0.0000000000,0.0000000000,0.0061759260,0.4579344988,0.5397182107,0.6306895614,0.6515480876,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0612398237,-0.0487647466,0.0029868379,0.0200417880,-0.0487664081,-0.0009780757
0:0:13:37.645,61,0.0000000000,0.0000000000,0.0616305247,0.0000000000,0.1435167640,0.7587097883,0.2132659256,0.0000000000,0.0000000000,0.0740299895,0.0000000000,0.1434645802,0.7588238716,0.2116570026,0.3587003350,0.0152429370,0.0000000000,0.4761659503,0.0744433850,0.2570846975,0.0399376713,0.0000000000,0.0187377930,0.1694107503,0.2815276980,0.0000000000,0.0000000000,0.0929459259,0.0965140238,0.5017892718,0.4810054004,0.0399237610,0.0237777065,0.1334352195,0.1760888845,0.0584534146,0.0621560998,0.6049946547,0.6278044581,0.4335595071,0.4836912155,0.3962707818,0.3964034021,0.1179717779,0.0000000000,0.0000000000,0.0062003350,0.4563490748,0.5369878411,0.6216806173,0.6433434486,0.0000000002,0.0000000000,0.0000000000,0.0000000000,-0.0451337211,-0.0626621321,0.0028309135,0.0375741236,-0.0626652837,-0.0023571211
0:0:13:38.647,61,0.0000000000,0.0000000000,0.0385571681,0.0000000000,0.1346407980,0.7330993414,0.2397074848,0.0000000000,0.0000000000,0.0969202593,0.0000000000,0.1344312429,0.7330555916,0.2387482226,0.3465370536,0.0000000000,0.0253446773,0.4615967274,0.0761221424,0.2584471703,0.0395088121,0.0000000000,0.0274162106,0.1734848469,0.2797458172,0.0000000000,0.0000000000,0.0918814838,0.0959068090,0.4774666429,0.4665305614,0.0399019867,0.0242754053,0.1307384074,0.1704724729,0.0562780499,0.0608604737,0.5869944692,0.6128550172,0.3974431157,0.4523622990,0.3727184534,0.3728598654,0.1274184734,0.0000000000,0.0000000000,0.0062408168,0.4289842248,0.5015228987,0.5618503094,0.5861496925,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0591032840,-0.0587594062,0.0034748386,0.0235125963,-0.0587643869,-0.0013831675
0:0:13:39.648,61,0.0000000000,0.0000000000,0.0466970839,0.0000000000,0.1153597161,0.6969613433,0.2471548468,0.0000000000,0.0000000000,0.0887192562,0.0000000000,0.1152217463,0.6968795657,0.2466216087,0.3284671903,0.0000000000,0.0398160629,0.4369440973,0.0764962882,0.2513789237,0.0391048305,0.0000000000,0.0323414057,0.1873820722,0.2861608863,0.0000000000,0.0000000000,0.0887155160,0.0938148648,0.4531092644,0.4546794593,0.0398999341,0.0246796720,0.1292445511,0.1682532877,0.0526967160,0.0576129071,0.5794640779,0.6084379554,0.3824592233,0.4390646517,0.3592145443,0.3593761325,0.1633283794,0.0000000000,0.0000000000,0.0062574153,0.4213850796,0.4915780425,0.5215461254,0.5451760888,0.0000000003,0.0000000000,0.0000000000,0.0000000000,-0.0541269742,-0.0503487736,0.0027261933,0.0284894910,-0.0503556244,-0.0014356247
0:0:13:40.650,61,0.0000000000,0.0000000000,0.0371443406,0.0000000000,0.1096704379,0.6553213596,0.2389321923,0.0000000000,0.0000000000,0.0979676917,0.0000000000,0.1094827428,0.6552597880,0.2386120111,0.3021667302,0.0000000000,0.0472809561,0.4216910303,0.0739774480,0.2386303246,0.0388732702,0.0000000000,0.0352349579,0.1918147653,0.2885794938,0.0000000000,0.0000000000,0.0854009837,0.0914077461,0.4434581697,0.4496535361,0.0399428047,0.0249212962,0.1274128407,0.1663519889,0.0494006500,0.0543224290,0.5749813318,0.6052592993,0.3736301363,0.4296591282,0.3465456665,0.3468528390,0.1961373389,0.0000000000,0.0000000000,0.0062811524,0.3986079395,0.4691102207,0.4396710694,0.4623474181,0.0000000004,0.0000000000,0.0000000000,0.0000000000,-0.0597767122,-0.0478564017,0.0028611717,0.0226642098,-0.0478650555,-0.0010855597
0:0:13:41.651,61,0.0000000000,0.0000000000,0.0505496785,0.0000000000,0.1025173143,0.6023358107,0.2276531160,0.0000000000,0.0000000000,0.0839926675,0.0000000000,0.1024080366,0.6023079157,0.2274330854,0.2915630639,0.0000000000,0.0511910841,0.4151958525,0.0716846958,0.2248776555,0.0389212817,0.0000000000,0.0366457254,0.2278407812,0.3080695271,0.0000000000,0.0000000000,0.0839256346,0.0902917758,0.4355134666,0.4466916025,0.0401519053,0.0251708031,0.1247449219,0.1605918556,0.0472535416,0.0518781133,0.5723989606,0.6033008695,0.3411141932,0.3785797656,0.3239393830,0.3242887855,0.2141462713,0.0000000000,0.0000000000,0.0063226675,0.3803108633,0.4411374032,0.4085878730,0.4253806472,0.0000000006,0.0000000000,0.0000000000,0.0000000000,-0.0512569435,-0.0447427444,0.0022938987,0.0308481473,-0.0447529219,-0.0013812472
0:0:13:42.653,61,0.0000000000,0.0000000000,0.0380791053,0.0000000000,0.0451991893,0.5411344171,0.2061730176,0.0000000000,0.0000000000,0.0949713141,0.0000000000,0.0451120362,0.5411556959,0.2059892267,0.2836018503,0.0000000000,0.0532631427,0.4112502635,0.0676438659,0.2124278843,0.0390051864,0.0000000000,0.0373495296,0.2761497498,0.3594813347,0.0000000000,0.0000000000,0.0831125677,0.0897435695,0.4141992033,0.4355399907,0.0404322930,0.0253802799,0.1231954545,0.1575987488,0.0459410362,0.0504682250,0.5744549632,0.6069152355,0.3316527903,0.3662775159,0.3122729957,0.3127081990,0.2403186560,0.0000000000,0.0000000000,0.0063652867,0.3706931472,0.4316125214,0.3932813406,0.4085098803,0.0000000008,0.0000000000,0.0000000000,0.0000000000,-0.0580034219,-0.0197169986,0.0011431599,0.0232566763,-0.0197271984,-0.0004588072
0:0:13:43.655,61,0.0000000000,0.0000000000,0.0541700684,0.0000000000,0.0146190645,0.5108214617,0.1940218955,0.0000000000,0.0000000000,0.0777980313,0.0000000000,0.0145870987,0.5108442307,0.1938440949,0.2778802514,0.0000000000,0.0546431616,0.4090597332,0.0659108311,0.2081602961,0.0389705822,0.0000000000,0.0378640443,0.2929737866,0.3743866682,0.0000000000,0.0000000000,0.0853763819,0.0941665173,0.4074333310,0.4322470725,0.0409320779,0.0257661287,0.1299739182,0.1695957780,0.0451219231,0.0495515428,0.5660289526,0.6016845703,0.3470026851,0.3999190927,0.3405954242,0.3410381675,0.2469316274,0.0000000000,0.0000000000,0.0063927430,0.3699097633,0.4322898686,0.4566622078,0.4687829614,0.0000000010,0.0000000000,0.0000000000,0.0000000000,-0.0475231558,-0.0063720164,0.0003027084,0.0330899395,-0.0063822637,-0.0002111531
0:0:13:44.656,61,0.0000000000,0.0162933171,0.0675743595,0.0000000000,0.0000000000,0.4712110162,0.1884237379,0.0000000000,0.0163110755,0.0640509278,0.0000000000,0.0000000000,0.4712280631,0.1882525086,0.2644446194,0.0000000000,0.0554060191,0.4077981412,0.0648653284,0.2060214281,0.0390186757,0.0000000000,0.0382369198,0.3079701662,0.3843791187,0.0000000000,0.0000000000,0.0907182842,0.1011910066,0.3908488154,0.4188452363,0.0425523296,0.0262525808,0.1388452202,0.1772528142,0.0445488915,0.0488839969,0.5433421731,0.5830566883,0.3494690955,0.4039477706,0.3549339771,0.3553582132,0.2510520816,0.0000000000,0.0000000000,0.0064286031,0.3698496222,0.4320479631,0.4709146619,0.4820736051,0.0000000010,0.0000000000,0.0000000000,0.0000000000,-0.0391245447,0.0099715013,-0.0003900438,0.0412767828,0.0099615073,0.0004110758
0:0:13:45.658,61,0.0000000000,0.0463484898,0.0495413505,0.0000000000,0.0000000000,0.4320412278,0.1672941744,0.0000000000,0.0463260487,0.0823460445,0.0000000000,0.0000000000,0.4320515990,0.1670368612,0.2355735004,0.0000000000,0.0555051602,0.3909904957,0.0636179224,0.2050176561,0.0391908251,0.0000000000,0.0383459292,0.3144624233,0.3892317116,0.0000000000,0.0000000000,0.0934154987,0.1053684056,0.3626671135,0.3919661045,0.0445614643,0.0267004836,0.1493393034,0.1871795654,0.0441808105,0.0484206788,0.5261216760,0.5586863756,0.3510293663,0.4058425426,0.3610891700,0.3614887893,0.2581633925,0.0000000000,0.0000000000,0.0064692670,0.3694792986,0.4314697981,0.4751367271,0.4858089089,0.0000000008,0.0000000000,0.0000000000,0.0000000000,-0.0502821840,0.0283347964,-0.0014245154,0.0302509591,0.0283256471,0.0008569763
